freq,intensity
2658.3916,0.7582
2658.6328,0.75521
2658.8738,0.75255
2659.1147,0.75021
2659.356,0.74797
2659.5969,0.74555
2659.8379,0.7428
2660.0791,0.73986
2660.3201,0.7371
2660.5613,0.73476
2660.8022,0.73282
2661.0432,0.73092
2661.2844,0.72868
2661.5254,0.72598
2661.7664,0.72309
2662.0076,0.72043
2662.2485,0.71828
2662.4897,0.71653
2662.7307,0.71488
2662.9717,0.71308
2663.2129,0.71112
2663.4539,0.70918
2663.6948,0.70749
2663.936,0.70615
2664.177,0.70514
2664.4182,0.7044
2664.6592,0.70383
2664.9001,0.70336
2665.1414,0.70293
2665.3823,0.70255
2665.6233,0.70226
2665.8645,0.70209
2666.1055,0.70202
2666.3467,0.70196
2666.5876,0.7019
2666.8286,0.70196
2667.0698,0.70232
2667.3108,0.70307
2667.5518,0.70403
2667.793,0.70494
2668.0339,0.7056
2668.2751,0.70613
2668.5161,0.70685
2668.7571,0.70808
2668.9983,0.70983
2669.2393,0.71181
2669.4802,0.71367
2669.7214,0.71525
2669.9624,0.71669
2670.2036,0.71831
2670.4446,0.72036
2670.6855,0.72281
2670.9268,0.72539
2671.1677,0.72776
2671.4087,0.72977
2671.6499,0.7316
2671.8909,0.73363
2672.1321,0.73609
2672.373,0.7389
2672.614,0.74172
2672.8552,0.74425
2673.0962,0.74653
2673.3372,0.74895
2673.5784,0.7519
2673.8193,0.75545
2674.0605,0.75924
2674.3015,0.76276
2674.5425,0.76575
2674.7837,0.76837
2675.0247,0.77105
2675.2656,0.77415
2675.5068,0.77772
2675.7478,0.78154
2675.989,0.78533
2676.23,0.78894
2676.4709,0.79245
2676.7122,0.79602
2676.9531,0.79982
2677.1941,0.80388
2677.4353,0.8081
2677.6763,0.81228
2677.9175,0.81624
2678.1584,0.81997
2678.3994,0.82363
2678.6406,0.82745
2678.8816,0.83161
2679.1226,0.83603
2679.3638,0.84045
2679.6047,0.84464
2679.8459,0.84855
2680.0869,0.85237
2680.3279,0.85641
2680.5691,0.86086
2680.8101,0.86565
2681.051,0.87046
2681.2922,0.87494
2681.5332,0.87895
2681.7744,0.88271
2682.0154,0.88662
2682.2563,0.89097
2682.4976,0.89564
2682.7385,0.9002
2682.9795,0.90423
2683.2207,0.90769
2683.4617,0.91095
2683.7029,0.91446
2683.9438,0.91843
2684.1848,0.92262
2684.426,0.92659
2684.667,0.9301
2684.908,0.93327
2685.1492,0.93645
2685.3901,0.93989
2685.6313,0.94358
2685.8723,0.9473
2686.1133,0.95078
2686.3545,0.95391
2686.5955,0.95671
2686.8364,0.95929
2687.0776,0.96176
2687.3186,0.96427
2687.5598,0.96687
2687.8008,0.96953
2688.0417,0.97215
2688.283,0.97462
2688.5239,0.97691
2688.7649,0.97907
2689.0061,0.9811
2689.2471,0.98291
2689.4883,0.9844
2689.7292,0.98558
2689.9702,0.98669
2690.2114,0.98797
2690.4524,0.98955
2690.6934,0.99125
2690.9346,0.99273
2691.1755,0.99377
2691.4167,0.99443
2691.6577,0.99496
2691.8987,0.99565
2692.1399,0.99663
2692.3809,0.99779
2692.6218,0.99889
2692.863,0.99969
2693.104,1.00015
2693.3452,1.0004
2693.5862,1.00072
2693.8271,1.00127
2694.0684,1.00209
2694.3093,1.00297
2694.5503,1.00366
2694.7915,1.004
2695.0325,1.0041
2695.2737,1.00416
2695.5146,1.00429
2695.7556,1.00444
2695.9968,1.00445
2696.2378,1.0042
2696.4788,1.00377
2696.72,1.00328
2696.9609,1.00284
2697.2021,1.00245
2697.4431,1.00196
2697.6841,1.00132
2697.9253,1.00054
2698.1663,0.99976
2698.4072,0.99904
2698.6484,0.99838
2698.8894,0.99766
2699.1306,0.99678
2699.3716,0.99576
2699.6125,0.99473
2699.8538,0.99387
2700.0947,0.99332
2700.3357,0.99306
2700.5769,0.99286
2700.8179,0.99241
2701.0591,0.99142
2701.3,0.98981
2701.541,0.98776
2701.7822,0.98562
2702.0232,0.9838
2702.2642,0.98246
2702.5054,0.98153
2702.7463,0.98067
2702.9875,0.97954
2703.2285,0.97797
2703.4695,0.97601
2703.7107,0.97396
2703.9517,0.97207
2704.1926,0.97042
2704.4338,0.96892
2704.6748,0.96742
2704.916,0.96584
2705.157,0.9643
2705.3979,0.96299
2705.6392,0.96197
2705.8801,0.96114
2706.1211,0.96026
2706.3623,0.95916
2706.6033,0.9578
2706.8445,0.95636
2707.0854,0.95501
2707.3264,0.95385
2707.5676,0.95283
2707.8086,0.95183
2708.0496,0.95076
2708.2908,0.94957
2708.5317,0.94831
2708.7729,0.94697
2709.0139,0.94549
2709.2549,0.94382
2709.4961,0.94201
2709.7371,0.94024
2709.978,0.93873
2710.2192,0.93764
2710.4602,0.93693
2710.7014,0.93636
2710.9424,0.93565
2711.1833,0.93459
2711.4246,0.93317
2711.6655,0.93155
2711.9065,0.92998
2712.1477,0.92857
2712.3887,0.92734
2712.6299,0.92612
2712.8708,0.92477
2713.1118,0.92327
2713.353,0.92179
2713.594,0.92053
2713.835,0.91959
2714.0762,0.91879
2714.3171,0.91777
2714.5583,0.91627
2714.7993,0.91431
2715.0403,0.91215
2715.2815,0.91009
2715.5225,0.90828
2715.7634,0.90665
2716.0046,0.90506
2716.2456,0.90338
2716.4868,0.90161
2716.7278,0.89978
2716.9688,0.89798
2717.21,0.89639
2717.4509,0.89518
2717.6919,0.89443
2717.9331,0.89401
2718.1741,0.89349
2718.4153,0.89251
2718.6563,0.89094
2718.8972,0.88902
2719.1384,0.8871
2719.3794,0.88537
2719.6204,0.88372
2719.8616,0.88195
2720.1025,0.88002
2720.3438,0.8781
2720.5847,0.87641
2720.8257,0.87493
2721.0669,0.87334
2721.3079,0.87137
2721.5488,0.869
2721.79,0.86654
2722.031,0.86449
2722.2722,0.86309
2722.5132,0.86225
2722.7542,0.86157
2722.9954,0.86058
2723.2363,0.85908
2723.4773,0.85716
2723.7185,0.85516
2723.9595,0.85342
2724.2007,0.85205
2724.4417,0.85085
2724.6826,0.84951
2724.9238,0.84781
2725.1648,0.84585
2725.4058,0.84395
2725.647,0.84227
2725.8879,0.84074
2726.1292,0.83911
2726.3701,0.83723
2726.6111,0.83527
2726.8523,0.83358
2727.0933,0.83237
2727.3342,0.83149
2727.5754,0.83052
2727.8164,0.82906
2728.0576,0.82708
2728.2986,0.82489
2728.5396,0.82286
2728.7808,0.82112
2729.0217,0.81953
2729.2627,0.81782
2729.5039,0.81585
2729.7449,0.81364
2729.9861,0.81134
2730.2271,0.80909
2730.468,0.80688
2730.7092,0.80464
2730.9502,0.80228
2731.1912,0.79974
2731.4324,0.79703
2731.6733,0.79422
2731.9146,0.79138
2732.1555,0.78855
2732.3965,0.78579
2732.6377,0.78313
2732.8787,0.78057
2733.1196,0.77811
2733.3608,0.77569
2733.6018,0.77322
2733.843,0.77058
2734.084,0.76769
2734.325,0.76452
2734.5662,0.76117
2734.8071,0.75781
2735.0481,0.7547
2735.2893,0.75201
2735.5303,0.74976
2735.7715,0.74773
2736.0125,0.74554
2736.2534,0.74288
2736.4946,0.73974
2736.7356,0.73635
2736.9766,0.73309
2737.2178,0.73019
2737.4587,0.72763
2737.7,0.72522
2737.9409,0.72279
2738.1819,0.7203
2738.4231,0.71786
2738.6641,0.71559
2738.905,0.71351
2739.1462,0.71156
2739.3872,0.70956
2739.6284,0.70745
2739.8694,0.70526
2740.1104,0.70319
2740.3516,0.70142
2740.5925,0.70005
2740.8335,0.69897
2741.0747,0.69793
2741.3157,0.6967
2741.5569,0.69524
2741.7979,0.69365
2742.0388,0.69211
2742.28,0.69075
2742.521,0.68963
2742.762,0.68879
2743.0032,0.68829
2743.2441,0.68812
2743.4854,0.68813
2743.7263,0.68815
2743.9673,0.68802
2744.2085,0.68779
2744.4495,0.68763
2744.6904,0.68774
2744.9316,0.68814
2745.1726,0.68878
2745.4138,0.68955
2745.6548,0.69042
2745.8958,0.69139
2746.137,0.69243
2746.3779,0.69348
2746.6189,0.69449
2746.8601,0.69555
2747.1011,0.69679
2747.3423,0.69824
2747.5833,0.69982
2747.8242,0.70139
2748.0654,0.70288
2748.3064,0.70438
2748.5474,0.70601
2748.7886,0.70785
2749.0295,0.70982
2749.2708,0.71175
2749.5117,0.71354
2749.7527,0.7152
2749.9939,0.71685
2750.2349,0.71862
2750.4758,0.72057
2750.717,0.72271
2750.958,0.72492
2751.1992,0.72711
2751.4402,0.72923
2751.6812,0.73136
2751.9224,0.73361
2752.1633,0.73602
2752.4043,0.73843
2752.6455,0.74059
2752.8865,0.74239
2753.1277,0.74393
2753.3687,0.74553
2753.6096,0.74741
2753.8508,0.74958
2754.0918,0.75184
2754.3328,0.75399
2754.574,0.75593
2754.8149,0.75771
2755.0562,0.75941
2755.2971,0.76108
2755.5381,0.76283
2755.7793,0.76476
2756.0203,0.76693
2756.2612,0.76923
2756.5024,0.77148
2756.7434,0.7735
2756.9846,0.77531
2757.2256,0.77705
2757.4666,0.77883
2757.7078,0.78061
2757.9487,0.78227
2758.1897,0.7838
2758.4309,0.7854
2758.6719,0.78728
2758.9131,0.78952
2759.1541,0.79198
2759.395,0.79443
2759.6362,0.79676
2759.8772,0.79898
2760.1182,0.80113
2760.3594,0.8032
2760.6003,0.80517
2760.8416,0.80716
2761.0825,0.80938
2761.3235,0.81191
2761.5647,0.81459
2761.8057,0.81708
2762.0466,0.81914
2762.2878,0.82088
2762.5288,0.82265
2762.77,0.82477
2763.011,0.82721
2763.252,0.82965
2763.4932,0.83172
2763.7341,0.83333
2763.9751,0.83461
2764.2163,0.83588
2764.4573,0.83737
2764.6985,0.83916
2764.9395,0.84115
2765.1804,0.84317
2765.4216,0.84498
2765.6626,0.84643
2765.9036,0.8475
2766.1448,0.84829
2766.3857,0.84898
2766.627,0.84968
2766.8679,0.85043
2767.1089,0.85123
2767.3501,0.85201
2767.5911,0.85273
2767.832,0.85336
2768.0732,0.85389
2768.3142,0.85434
2768.5554,0.85472
2768.7964,0.85503
2769.0374,0.85516
2769.2786,0.85499
2769.5195,0.85451
2769.7605,0.85386
2770.0017,0.85323
2770.2427,0.8527
2770.4839,0.85217
2770.7249,0.85142
2770.9658,0.85043
2771.207,0.84934
2771.448,0.84839
2771.689,0.84768
2771.9302,0.84711
2772.1711,0.8465
2772.4124,0.8458
2772.6533,0.84503
2772.8943,0.84422
2773.1355,0.84326
2773.3765,0.84198
2773.6174,0.8403
2773.8586,0.83838
2774.0996,0.83657
2774.3408,0.83512
2774.5818,0.83413
2774.8228,0.83345
2775.064,0.83284
2775.3049,0.83212
2775.5459,0.83125
2775.7871,0.83037
2776.0281,0.82967
2776.2693,0.82931
2776.5103,0.82923
2776.7512,0.8292
2776.9924,0.82891
2777.2334,0.82826
2777.4744,0.82742
2777.7156,0.82671
2777.9565,0.82632
2778.1978,0.82613
2778.4387,0.82578
2778.6797,0.82503
2778.9209,0.82396
2779.1619,0.82295
2779.4028,0.82236
2779.644,0.82225
2779.885,0.82231
2780.1262,0.82209
2780.3672,0.82132
2780.6082,0.82004
2780.8494,0.81855
2781.0903,0.81716
2781.3313,0.81596
2781.5725,0.81487
2781.8135,0.81367
2782.0547,0.81226
2782.2957,0.81064
2782.5366,0.80895
2782.7778,0.80724
2783.0188,0.80549
2783.2598,0.80362
2783.501,0.80154
2783.7419,0.79926
2783.9832,0.79685
2784.2241,0.79439
2784.4651,0.79194
2784.7063,0.78955
2784.9473,0.78724
2785.1882,0.78503
2785.4294,0.78288
2785.6704,0.78071
2785.9116,0.77849
2786.1526,0.77623
2786.3936,0.774
2786.6348,0.77177
2786.8757,0.76945
2787.1167,0.76692
2787.3579,0.76415
2787.5989,0.76134
2787.8401,0.75873
2788.0811,0.75649
2788.322,0.75458
2788.5632,0.75277
2788.8042,0.75087
2789.0452,0.74883
2789.2864,0.74672
2789.5273,0.74465
2789.7686,0.74265
2790.0095,0.7406
2790.2505,0.73838
2790.4917,0.73595
2790.7327,0.73339
2790.9736,0.73092
2791.2148,0.7287
2791.4558,0.72673
2791.697,0.72484
2791.938,0.72274
2792.179,0.72033
2792.4202,0.71771
2792.6611,0.71515
2792.9021,0.71282
2793.1433,0.71067
2793.3843,0.70841
2793.6255,0.70583
2793.8665,0.70293
2794.1074,0.6999
2794.3486,0.69697
2794.5896,0.69417
2794.8306,0.69136
2795.0718,0.68845
2795.3127,0.68544
2795.554,0.68246
2795.7949,0.67965
2796.0359,0.67706
2796.2771,0.67464
2796.5181,0.6723
2796.759,0.66991
2797.0002,0.66733
2797.2412,0.66452
2797.4824,0.66157
2797.7234,0.65877
2797.9644,0.65638
2798.2056,0.65447
2798.4465,0.65284
2798.6875,0.65119
2798.9287,0.64935
2799.1697,0.64737
2799.4109,0.64546
2799.6519,0.64375
2799.8928,0.64221
2800.134,0.6407
2800.375,0.63915
2800.616,0.63762
2800.8572,0.63627
2801.0981,0.6352
2801.3394,0.63441
2801.5803,0.63378
2801.8213,0.63317
2802.0625,0.63254
2802.3035,0.63194
2802.5444,0.63154
2802.7856,0.63147
2803.0266,0.6317
2803.2678,0.632
2803.5088,0.6321
2803.7498,0.6319
2803.991,0.63163
2804.2319,0.63163
2804.4729,0.63207
2804.7141,0.63278
2804.9551,0.63338
2805.1963,0.63365
2805.4373,0.63376
2805.6782,0.63408
2805.9194,0.63486
2806.1604,0.63601
2806.4014,0.63721
2806.6426,0.63813
2806.8835,0.63873
2807.1248,0.63916
2807.3657,0.63964
2807.6067,0.64036
2807.8479,0.64136
2808.0889,0.6426
2808.3298,0.6439
2808.571,0.64502
2808.812,0.64582
2809.0532,0.64637
2809.2942,0.64699
2809.5352,0.64797
2809.7764,0.64934
2810.0173,0.65081
2810.2583,0.65205
2810.4995,0.65297
2810.7405,0.65381
2810.9817,0.65488
2811.2227,0.65622
2811.4636,0.65754
2811.7048,0.65842
2811.9458,0.65873
2812.1868,0.65867
2812.428,0.65869
2812.6689,0.65911
2812.9102,0.66
2813.1511,0.66112
2813.3921,0.66214
2813.6333,0.66284
2813.8743,0.66321
2814.1152,0.66346
2814.3564,0.66392
2814.5974,0.66479
2814.8386,0.66596
2815.0796,0.66714
2815.3206,0.66801
2815.5618,0.66849
2815.8027,0.66882
2816.0437,0.66934
2816.2849,0.67017
2816.5259,0.67114
2816.7671,0.67186
2817.0081,0.67216
2817.249,0.67218
2817.4902,0.67234
2817.7312,0.67302
2817.9722,0.67427
2818.2134,0.67573
2818.4543,0.67689
2818.6956,0.67748
2818.9365,0.67764
2819.1775,0.67786
2819.4187,0.67859
2819.6597,0.67992
2819.9006,0.68149
2820.1418,0.6828
2820.3828,0.68357
2820.624,0.684
2820.865,0.68456
2821.106,0.68559
2821.3472,0.68701
2821.5881,0.6884
2821.8291,0.68932
2822.0703,0.68966
2822.3113,0.68969
2822.5525,0.68985
2822.7935,0.6905
2823.0344,0.69167
2823.2756,0.69314
2823.5166,0.6946
2823.7576,0.69586
2823.9988,0.69692
2824.2397,0.69803
2824.481,0.69941
2824.7219,0.70112
2824.9629,0.70296
2825.2041,0.70456
2825.4451,0.70569
2825.686,0.70639
2825.9272,0.70698
2826.1682,0.7078
2826.4094,0.70898
2826.6504,0.71042
2826.8914,0.71191
2827.1326,0.71333
2827.3735,0.71474
2827.6145,0.71625
2827.8557,0.71797
2828.0967,0.71991
2828.3379,0.72196
2828.5789,0.72398
2828.8198,0.72588
2829.061,0.72763
2829.302,0.72931
2829.543,0.73103
2829.7842,0.73281
2830.0251,0.73456
2830.2664,0.73616
2830.5073,0.73755
2830.7483,0.73882
2830.9895,0.7402
2831.2305,0.74182
2831.4714,0.74366
2831.7126,0.74559
2831.9536,0.74751
2832.1948,0.74943
2832.4358,0.75142
2832.6768,0.75346
2832.918,0.75536
2833.1589,0.75694
2833.3999,0.75808
2833.6411,0.75889
2833.8821,0.75958
2834.1233,0.76034
2834.3643,0.76126
2834.6052,0.76232
2834.8464,0.76337
2835.0874,0.76426
2835.3284,0.76487
2835.5696,0.76518
2835.8105,0.76526
2836.0518,0.76521
2836.2927,0.76507
2836.5337,0.76481
2836.7749,0.76437
2837.0159,0.76376
2837.2568,0.76303
2837.498,0.76225
2837.739,0.76143
2837.9802,0.76054
2838.2212,0.75958
2838.4622,0.75853
2838.7034,0.75739
2838.9443,0.75609
2839.1853,0.75463
2839.4265,0.75311
2839.6675,0.75171
2839.9087,0.75053
2840.1497,0.74938
2840.3906,0.74793
2840.6318,0.74589
2840.8728,0.74336
2841.1138,0.7407
2841.355,0.73828
2841.5959,0.73615
2841.8372,0.73408
2842.0781,0.73174
2842.3191,0.72899
2842.5603,0.72597
2842.8013,0.72291
2843.0422,0.71999
2843.2834,0.71726
2843.5244,0.71476
2843.7656,0.71248
2844.0066,0.71037
2844.2476,0.70833
2844.4888,0.70621
2844.7297,0.70393
2844.9707,0.70144
2845.2119,0.69874
2845.4529,0.69578
2845.6941,0.69258
2845.9351,0.68924
2846.176,0.68596
2846.4172,0.68295
2846.6582,0.68021
2846.8992,0.67765
2847.1404,0.67515
2847.3813,0.67271
2847.6226,0.67046
2847.8635,0.66845
2848.1045,0.66661
2848.3457,0.66474
2848.5867,0.66266
2848.8276,0.66035
2849.0688,0.65788
2849.3098,0.6554
2849.551,0.65298
2849.792,0.65063
2850.033,0.64827
2850.2742,0.64584
2850.5151,0.64335
2850.7561,0.64089
2850.9973,0.63865
2851.2383,0.6367
2851.4795,0.63491
2851.7205,0.63299
2851.9614,0.63073
2852.2026,0.62817
2852.4436,0.62563
2852.6846,0.6234
2852.9258,0.62151
2853.1667,0.6197
2853.408,0.61766
2853.6489,0.61527
2853.8899,0.61265
2854.1311,0.61
2854.3721,0.60735
2854.613,0.60471
2854.8542,0.60205
2855.0952,0.59949
2855.3364,0.59709
2855.5774,0.5948
2855.8184,0.59248
2856.0596,0.59006
2856.3005,0.58762
2856.5415,0.58529
2856.7827,0.58307
2857.0237,0.5808
2857.2649,0.57833
2857.5059,0.5757
2857.7468,0.57308
2857.988,0.57059
2858.229,0.56814
2858.47,0.56554
2858.7112,0.56272
2858.9521,0.55986
2859.1934,0.5572
2859.4343,0.55485
2859.6753,0.55266
2859.9165,0.55043
2860.1575,0.54809
2860.3984,0.54573
2860.6396,0.54352
2860.8806,0.54153
2861.1218,0.53971
2861.3628,0.53794
2861.6038,0.53612
2861.845,0.53417
2862.0859,0.5321
2862.3269,0.52999
2862.5681,0.52802
2862.8091,0.52628
2863.0503,0.52469
2863.2913,0.52303
2863.5322,0.52112
2863.7734,0.51905
2864.0144,0.51709
2864.2554,0.51544
2864.4966,0.51403
2864.7375,0.51255
2864.9788,0.51074
2865.2197,0.50866
2865.4607,0.50657
2865.7019,0.50475
2865.9429,0.50325
2866.1838,0.50193
2866.425,0.50063
2866.666,0.49926
2866.9072,0.49778
2867.1482,0.49619
2867.3892,0.4945
2867.6304,0.49285
2867.8713,0.49141
2868.1123,0.49022
2868.3535,0.48918
2868.5945,0.48809
2868.8357,0.48685
2869.0767,0.48557
2869.3176,0.48436
2869.5588,0.48324
2869.7998,0.48206
2870.0408,0.48069
2870.282,0.47913
2870.5229,0.47752
2870.7642,0.47602
2871.0051,0.4747
2871.2461,0.47357
2871.4873,0.47264
2871.7283,0.47189
2871.9692,0.47123
2872.2104,0.47057
2872.4514,0.46989
2872.6926,0.46932
2872.9336,0.46901
2873.1746,0.4689
2873.4158,0.46873
2873.6567,0.46829
2873.8977,0.46767
2874.1389,0.46723
2874.3799,0.46724
2874.6211,0.4675
2874.8621,0.46747
2875.103,0.46676
2875.3442,0.46545
2875.5852,0.4641
2875.8262,0.46319
2876.0674,0.46277
2876.3083,0.46251
2876.5496,0.46204
2876.7905,0.46121
2877.0315,0.46014
2877.2727,0.45897
2877.5137,0.45775
2877.7546,0.45652
2877.9958,0.45532
2878.2368,0.45422
2878.478,0.45321
2878.719,0.45226
2878.96,0.45138
2879.2012,0.45059
2879.4421,0.44991
2879.6831,0.44925
2879.9243,0.44847
2880.1653,0.44757
2880.4065,0.44661
2880.6475,0.44568
2880.8884,0.44471
2881.1296,0.44354
2881.3706,0.44231
2881.6116,0.44134
2881.8528,0.44095
2882.0938,0.44113
2882.335,0.44142
2882.5759,0.44139
2882.8169,0.44108
2883.0581,0.44087
2883.2991,0.44105
2883.54,0.4414
2883.7813,0.44137
2884.0222,0.4407
2884.2634,0.43969
2884.5044,0.43904
2884.7454,0.43918
2884.9866,0.4399
2885.2275,0.44063
2885.4685,0.44094
2885.7097,0.44086
2885.9507,0.44072
2886.1919,0.44082
2886.4329,0.44123
2886.6738,0.44196
2886.915,0.44301
2887.156,0.44435
2887.397,0.44581
2887.6382,0.44711
2887.8792,0.44807
2888.1204,0.44877
2888.3613,0.44949
2888.6023,0.45039
2888.8435,0.45143
2889.0845,0.45239
2889.3254,0.4531
2889.5667,0.45357
2889.8076,0.4539
2890.0488,0.45418
2890.2898,0.45448
2890.5308,0.45482
2890.772,0.45528
2891.0129,0.45586
2891.2539,0.45649
2891.4951,0.45704
2891.7361,0.45741
2891.9773,0.45758
2892.2183,0.45757
2892.4592,0.45747
2892.7004,0.45736
2892.9414,0.45739
2893.1824,0.4577
2893.4236,0.45823
2893.6646,0.45878
2893.9058,0.45908
2894.1467,0.45903
2894.3877,0.45877
2894.6289,0.45855
2894.8699,0.45852
2895.1108,0.45866
2895.3521,0.45891
2895.593,0.45929
2895.8342,0.45987
2896.0752,0.4606
2896.3162,0.46129
2896.5574,0.46177
2896.7983,0.46205
2897.0393,0.46228
2897.2805,0.4626
2897.5215,0.46299
2897.7627,0.46327
2898.0037,0.46336
2898.2446,0.46336
2898.4858,0.46347
2898.7268,0.46377
2898.9678,0.46419
2899.209,0.46461
2899.45,0.46501
2899.6912,0.46542
2899.9321,0.46587
2900.1731,0.46636
2900.4143,0.46687
2900.6553,0.4675
2900.8962,0.46838
2901.1375,0.46943
2901.3784,0.47042
2901.6196,0.47113
2901.8606,0.47159
2902.1016,0.47211
2902.3428,0.47295
2902.5837,0.47412
2902.8247,0.47536
2903.0659,0.47645
2903.3069,0.47746
2903.5481,0.47867
2903.7891,0.48022
2904.03,0.48198
2904.2712,0.48362
2904.5122,0.48492
2904.7532,0.4859
2904.9944,0.48677
2905.2354,0.48771
2905.4766,0.48882
2905.7175,0.49011
2905.9585,0.49155
2906.1997,0.4931
2906.4407,0.49461
2906.6816,0.49593
2906.9229,0.49703
2907.1638,0.498
2907.405,0.49896
2907.646,0.49991
2907.887,0.50075
2908.1282,0.50145
2908.3691,0.50216
2908.6101,0.5031
2908.8513,0.5043
2909.0923,0.50555
2909.3335,0.50654
2909.5745,0.5072
2909.8154,0.50772
2910.0566,0.50837
2910.2976,0.50917
2910.5386,0.50989
2910.7798,0.51018
2911.0208,0.50993
2911.262,0.50927
2911.5029,0.50844
2911.7439,0.50765
2911.9851,0.50699
2912.2261,0.50644
2912.467,0.5059
2912.7083,0.50523
2912.9492,0.5043
2913.1904,0.50309
2913.4314,0.50172
2913.6724,0.50035
2913.9136,0.49898
2914.1545,0.49746
2914.3955,0.49559
2914.6367,0.49338
2914.8777,0.49101
2915.1189,0.48868
2915.3599,0.48645
2915.6008,0.48423
2915.842,0.48199
2916.083,0.4798
2916.324,0.47775
2916.5652,0.47576
2916.8062,0.47362
2917.0474,0.4712
2917.2883,0.46859
2917.5293,0.4661
2917.7705,0.46396
2918.0115,0.46221
2918.2524,0.46075
2918.4937,0.45949
2918.7346,0.45841
2918.9758,0.4574
2919.2168,0.45621
2919.4578,0.45457
2919.699,0.45248
2919.9399,0.45028
2920.1809,0.44834
2920.4221,0.4468
2920.6631,0.44544
2920.9043,0.44396
2921.1453,0.44227
2921.3862,0.44053
2921.6274,0.43897
2921.8684,0.43762
2922.1094,0.43641
2922.3506,0.43522
2922.5916,0.43401
2922.8328,0.43272
2923.0737,0.43128
2923.3147,0.42972
2923.5559,0.42829
2923.7969,0.42729
2924.0378,0.42682
2924.2791,0.42655
2924.52,0.42599
2924.7612,0.42494
2925.0022,0.42363
2925.2432,0.42252
2925.4844,0.42183
2925.7253,0.42133
2925.9663,0.42063
2926.2075,0.41962
2926.4485,0.41855
2926.6897,0.41772
2926.9307,0.41718
2927.1716,0.41664
2927.4128,0.41585
2927.6538,0.41479
2927.8948,0.41363
2928.136,0.41255
2928.377,0.41166
2928.6182,0.41102
